subdet,layer,waferu,waferv,tc_eta,tc_phi
1,15,-10,-6,1.5814888,-0.6468092
1,15,-10,-5,1.5926222,-0.5142718
1,15,-10,-4,1.5882591,-0.41251132
1,15,-10,-3,1.5810264,-0.29629463
1,15,-10,-2,1.5483621,-0.19191495
1,15,-9,-9,1.5728418,-1.0348403
1,15,-9,-8,1.6184012,-0.944932
1,15,-9,-7,1.6449804,-0.8352581
1,15,-9,-6,1.6870959,-0.71748
1,15,-9,-5,1.6991478,-0.59119433
1,15,-9,-4,1.7027283,-0.46628475
1,15,-9,-3,1.684522,-0.33328903
1,15,-9,-2,1.6591978,-0.20453773
1,15,-9,-1,1.6130834,-0.09354871
1,15,-9,0,1.5646033,-0.010125669
1,15,-8,-10,1.5453067,-1.2398943
1,15,-8,-9,1.6120083,-1.1506035
1,15,-8,-8,1.6740402,-1.052706
1,15,-8,-7,1.7277436,-0.93854177
1,15,-8,-6,1.7825667,-0.79572153
1,15,-8,-5,1.8049288,-0.65847415
1,15,-8,-4,1.8090048,-0.5358405
1,15,-8,-3,1.7970275,-0.37884185
1,15,-8,-2,1.7829332,-0.2431374
1,15,-8,-1,1.7313358,-0.12496005
1,15,-8,0,1.6752492,-0.010461763
1,15,-8,1,1.6199739,0.097464845
1,15,-8,2,1.5475531,0.18776357
1,15,-7,-10,1.5770875,-1.352475
1,15,-7,-9,1.654747,-1.2595117
1,15,-7,-8,1.7264807,-1.1604257
1,15,-7,-7,1.8005168,-1.0425272
1,15,-7,-6,1.857486,-0.92177874
1,15,-7,-5,1.9112002,-0.7674267
1,15,-7,-4,1.9388403,-0.61102766
1,15,-7,-3,1.9367733,-0.4419639
1,15,-7,-2,1.9062991,-0.2802933
1,15,-7,-1,1.8581098,-0.126341
1,15,-7,0,1.7962554,-0.002187087
1,15,-7,1,1.7271286,0.10942624
1,15,-7,2,1.6504469,0.20778029
1,15,-7,3,1.5798401,0.3051563
1,15,-6,-10,1.5971694,-1.4501141
1,15,-6,-9,1.6943618,-1.3719113
1,15,-6,-8,1.7688758,-1.2767272
1,15,-6,-7,1.8612816,-1.1878697
1,15,-6,-6,1.9502596,-1.0555521
1,15,-6,-5,2.0190709,-0.89281344
1,15,-6,-4,2.0684392,-0.71543336
1,15,-6,-3,2.0908892,-0.52246296
1,15,-6,-2,2.0698676,-0.33780128
1,15,-6,-1,2.019352,-0.1528333
1,15,-6,0,1.9544309,-0.004651256
1,15,-6,1,1.8620611,0.1310706
1,15,-6,2,1.7719631,0.23334908
1,15,-6,3,1.6866046,0.32962596
1,15,-6,4,1.597428,0.40338945
1,15,-5,-10,1.5903996,-1.5594851
1,15,-5,-9,1.6899086,-1.4963049
1,15,-5,-8,1.8046479,-1.4277172
1,15,-5,-7,1.9023526,-1.3273287
1,15,-5,-6,2.02299,-1.2017865
1,15,-5,-5,2.1259537,-1.055822
1,15,-5,-4,2.2061474,-0.8552633
1,15,-5,-3,2.2628913,-0.6363854
1,15,-5,-2,2.2515788,-0.40551984
1,15,-5,-1,2.2126515,-0.18414956
1,15,-5,0,2.1268337,-0.005297386
1,15,-5,1,2.0275867,0.15276915
1,15,-5,2,1.9068079,0.28462833
1,15,-5,3,1.7908436,0.38366058
1,15,-5,4,1.6948372,0.4627059
1,15,-5,5,1.5926167,0.54256517
1,15,-4,-10,1.6042022,-1.6744281
1,15,-4,-9,1.693833,-1.6238096
1,15,-4,-8,1.8045394,-1.5847661
1,15,-4,-7,1.9236567,-1.4771528
1,15,-4,-6,2.070521,-1.3786895
1,15,-4,-5,2.1998622,-1.241594
1,15,-4,-4,2.3466885,-1.0532143
1,15,-4,-3,2.4432144,-0.806497
1,15,-4,-2,2.486571,-0.5206456
1,15,-4,-1,2.4455433,-0.24619922
1,15,-4,0,2.3460855,0.001938539
1,15,-4,1,2.2065852,0.19252616
1,15,-4,2,2.0699396,0.3309283
1,15,-4,3,1.9398125,0.43442222
1,15,-4,4,1.8033593,0.51873565
1,15,-4,5,1.6962599,0.581764
1,15,-4,6,1.5816771,0.63733715
1,15,-3,-10,1.5669814,-1.7967108
1,15,-3,-9,1.6794602,-1.7527399
1,15,-3,-8,1.8030034,-1.707645
1,15,-3,-7,1.9353024,-1.6488503
1,15,-3,-6,2.082549,-1.5663393
1,15,-3,-5,2.2615633,-1.4545826
1,15,-3,-4,2.4495277,-1.2836995
1,15,-3,-3,2.6236503,-1.0455798
1,15,-3,-2,2.7511084,-0.7125827
1,15,-3,-1,2.75048,-0.330637
1,15,-3,0,2.6275096,0.001977363
1,15,-3,1,2.4496775,0.24449523
1,15,-3,2,2.2541647,0.41186675
1,15,-3,3,2.0891652,0.52342993
1,15,-3,4,1.9331222,0.6082807
1,15,-3,5,1.7982537,0.6679002
1,15,-3,6,1.6759983,0.7040699
1,15,-3,7,1.5658532,0.7532238
1,15,-2,-10,1.5516056,-1.9056002
1,15,-2,-9,1.6510946,-1.8859739
1,15,-2,-8,1.7791358,-1.8478351
1,15,-2,-7,1.896341,-1.8162282
1,15,-2,-6,2.0719984,-1.7563273
1,15,-2,-5,2.268416,-1.6924721
1,15,-2,-4,2.4878995,-1.5728519
1,15,-2,-3,2.7495885,-1.38166
1,15,-2,-2,2.9998941,-1.0456913
1,15,-2,-1,3.0612526,-0.5226918
1,15,-2,0,3.0001326,-0.001240777
1,15,-2,1,2.7506824,0.3352277
1,15,-2,2,2.4875576,0.52571374
1,15,-2,3,2.256424,0.6380891
1,15,-2,4,2.0637114,0.71437454
1,15,-2,5,1.897764,0.76656693
1,15,-2,6,1.781827,0.7958829
1,15,-2,7,1.627651,0.8327741
1,15,-2,8,1.5595921,0.86316425
1,15,-1,-9,1.617881,-2.004573
1,15,-1,-8,1.7324373,-1.9817382
1,15,-1,-7,1.8590288,-1.9714094
1,15,-1,-6,2.02118,-1.9353184
1,15,-1,-5,2.2138035,-1.9082372
1,15,-1,-4,2.4468503,-1.8483961
1,15,-1,-3,2.7516563,-1.7628697
1,15,-1,-2,3.070161,-1.5695837
1,15,-1,1,3.0698297,0.5236707
1,15,-1,2,2.7519045,0.71178997
1,15,-1,3,2.4531622,0.8093139
1,15,-1,4,2.212375,0.86370337
1,15,-1,5,2.0197659,0.8875571
1,15,-1,6,1.8658464,0.91805565
1,15,-1,7,1.7283096,0.9296383
1,15,-1,8,1.6060804,0.9335847
1,15,0,-9,1.5524977,-2.1045394
1,15,0,-8,1.6713351,-2.0727575
1,15,0,-7,1.7940401,-2.0974305
1,15,0,-6,1.9452124,-2.0934567
1,15,0,-5,2.1284254,-2.0870976
1,15,0,-4,2.3478565,-2.095167
1,15,0,-3,2.6245022,-2.0947306
1,15,0,-2,3.001079,-2.0953293
1,15,0,2,2.9996471,1.0481244
1,15,0,3,2.6292145,1.0483211
1,15,0,4,2.3438487,1.0443673
1,15,0,5,2.1184564,1.0440344
1,15,0,6,1.9460504,1.0436798
1,15,0,7,1.7926552,1.0394943
1,15,0,8,1.6727887,1.0360761
1,15,0,9,1.5741751,1.0434388
1,15,1,-8,1.6036159,-2.1963196
1,15,1,-7,1.7346073,-2.2022655
1,15,1,-6,1.870561,-2.2240179
1,15,1,-5,2.0100152,-2.252881
1,15,1,-4,2.2087574,-2.282382
1,15,1,-3,2.4552886,-2.3308752
1,15,1,-2,2.7507977,-2.428247
1,15,1,-1,3.0620384,-2.6169562
1,15,1,2,3.0617008,1.5718164
1,15,1,3,2.749683,1.3816544
1,15,1,4,2.451812,1.288435
1,15,1,5,2.2055032,1.2378587
1,15,1,6,2.0277965,1.2045456
1,15,1,7,1.8634316,1.1807936
1,15,1,8,1.7344671,1.1633538
1,15,1,9,1.6223586,1.1454643
1,15,2,-8,1.5477315,-2.2950702
1,15,2,-7,1.6512659,-2.3104417
1,15,2,-6,1.7746183,-2.3337896
1,15,2,-5,1.899483,-2.3749042
1,15,2,-4,2.0689416,-2.4262204
1,15,2,-3,2.2634122,-2.505963
1,15,2,-2,2.4912992,-2.6157663
1,15,2,-1,2.751434,-2.8110354
1,15,2,0,3.0023568,-0.006101062
1,15,2,1,3.070358,2.6200721
1,15,2,2,3.0010002,2.0933309
1,15,2,3,2.750164,1.763683
1,15,2,4,2.4884834,1.5686871
1,15,2,5,2.2660866,1.4537315
1,15,2,6,2.0676324,1.3816248
1,15,2,7,1.9198796,1.3300098
1,15,2,8,1.776206,1.2883126
1,15,2,9,1.6568134,1.2596612
1,15,2,10,1.5461926,1.2441617
1,15,3,-7,1.5766186,-2.392021
1,15,3,-6,1.6623352,-2.4357362
1,15,3,-5,1.79704,-2.4737566
1,15,3,-4,1.9383711,-2.5400882
1,15,3,-3,2.0827901,-2.613127
1,15,3,-2,2.2626545,-2.7312894
1,15,3,-1,2.441669,-2.8987837
1,15,3,0,2.6265385,0.017989032
1,15,3,1,2.7529335,2.8066063
1,15,3,2,2.7532265,2.427864
1,15,3,3,2.6266575,2.095543
1,15,3,4,2.455451,1.8577615
1,15,3,5,2.2559836,1.681714
1,15,3,6,2.082661,1.5712613
1,15,3,7,1.9323486,1.4789739
1,15,3,8,1.7970976,1.4239432
1,15,3,9,1.681353,1.3846432
1,15,3,10,1.5778154,1.3679265
1,15,4,-6,1.584353,-2.4970026
1,15,4,-5,1.6911384,-2.5393858
1,15,4,-4,1.8027076,-2.6204808
1,15,4,-3,1.9317081,-2.6986825
1,15,4,-2,2.0665083,-2.8115783
1,15,4,-1,2.2109318,-2.9449117
1,15,4,0,2.3382714,-0.27744687
1,15,4,1,2.4455812,2.8994224
1,15,4,2,2.4866152,2.6208427
1,15,4,3,2.4463248,2.337584
1,15,4,4,2.3429792,2.1010892
1,15,4,5,2.2169755,1.9054761
1,15,4,6,2.065852,1.7681499
1,15,4,7,1.9271082,1.6517588
1,15,4,8,1.8134836,1.5642061
1,15,4,9,1.6862344,1.5037538
1,15,4,10,1.6006389,1.46311
1,15,5,-5,1.6057725,-2.6184754
1,15,5,-4,1.7019951,-2.6962664
1,15,5,-3,1.8045629,-2.7536936
1,15,5,-2,1.9056381,-2.8553665
1,15,5,-1,2.011521,-2.9873264
1,15,5,0,2.1244721,-0.62900645
1,15,5,1,2.2124956,2.9518745
1,15,5,2,2.2601478,2.7335825
1,15,5,3,2.2624593,2.5010335
1,15,5,4,2.2048821,2.2731736
1,15,5,5,2.1292512,2.0894005
1,15,5,6,2.0225635,1.942137
1,15,5,7,1.900214,1.811249
1,15,5,8,1.7969494,1.7279356
1,15,5,9,1.690345,1.6374142
1,15,5,10,1.6031157,1.5755584
1,15,6,-4,1.5823399,-2.7177749
1,15,6,-3,1.6741325,-2.8154902
1,15,6,-2,1.7767435,-2.9032526
1,15,6,-1,1.8726017,-3.005939
1,15,6,0,1.9521315,0.67031866
1,15,6,1,2.0146668,2.9830866
1,15,6,2,2.0620816,2.8076696
1,15,6,3,2.088779,2.6185524
1,15,6,4,2.0686507,2.4336905
1,15,6,5,2.0188596,2.2484455
1,15,6,6,1.9492584,2.1023521
1,15,6,7,1.8609251,1.959483
1,15,6,8,1.7658055,1.8410017
1,15,6,9,1.6769971,1.7598385
1,15,6,10,1.594061,1.7010761
1,15,7,-3,1.5543904,-2.8476243
1,15,7,-2,1.6520202,-2.9183748
1,15,7,-1,1.7383494,-3.029697
1,15,7,0,1.7962263,-0.08436259
1,15,7,1,1.8651118,3.011761
1,15,7,2,1.9048622,2.864455
1,15,7,3,1.9273381,2.7037108
1,15,7,4,1.9316418,2.5297825
1,15,7,5,1.8997824,2.37754
1,15,7,6,1.8626509,2.2358298
1,15,7,7,1.7965219,2.1010413
1,15,7,8,1.7286744,1.9845592
1,15,7,9,1.6558706,1.8769704
1,15,7,10,1.5784724,1.7974697
1,15,8,-2,1.5612406,-2.9495065
1,15,8,-1,1.6016133,-3.0417008
1,15,8,0,1.6823609,-0.5510727
1,15,8,1,1.7248071,3.0312977
1,15,8,2,1.7761449,2.8979366
1,15,8,3,1.794031,2.754182
1,15,8,4,1.8106151,2.605251
1,15,8,5,1.8029958,2.4683695
1,15,8,6,1.792303,2.3393173
1,15,8,7,1.7375809,2.2108057
1,15,8,8,1.6719664,2.1014552
1,15,8,9,1.6186837,1.9941975
1,15,8,10,1.5437905,1.8969284
1,15,9,0,1.5618247,-1.6463857
1,15,9,1,1.607442,3.0412223
1,15,9,2,1.6532267,2.9198415
1,15,9,3,1.6769685,2.8041508
1,15,9,4,1.697339,2.6849432
1,15,9,5,1.6980592,2.5461998
1,15,9,6,1.6840434,2.430805
1,15,9,7,1.6509744,2.308344
1,15,9,8,1.6007371,2.2015088
1,15,9,9,1.5596325,2.1101289
1,15,10,2,1.5562252,2.94851
1,15,10,3,1.5815573,2.8554928
1,15,10,4,1.6059307,2.7278416
1,15,10,5,1.6013875,2.6276271
1,15,10,6,1.5820686,2.5103507
1,15,10,7,1.5751643,2.3955839
1,15,10,8,1.5365214,2.2923753
1,17,-10,-8,1.5695479,-0.8533004
1,17,-10,-7,1.5869286,-0.7468353
1,17,-10,-6,1.582896,-0.6251022
1,17,-10,-5,1.6025442,-0.5106446
1,17,-10,-4,1.6028031,-0.42122072
1,17,-10,-3,1.58167,-0.29386955
1,17,-10,-2,1.5585221,-0.19094425
1,17,-9,-9,1.5599821,-1.0490527
1,17,-9,-8,1.6248195,-0.95274144
1,17,-9,-7,1.6557372,-0.82412255
1,17,-9,-6,1.6840028,-0.712212
1,17,-9,-5,1.7061353,-0.5875361
1,17,-9,-4,1.7070625,-0.4707622
1,17,-9,-3,1.6839641,-0.3281401
1,17,-9,-2,1.655948,-0.2097152
1,17,-9,-1,1.6100559,-0.08137132
1,17,-9,0,1.5637956,0.000966832
1,17,-8,-10,1.5583044,-1.2547987
1,17,-8,-9,1.6215327,-1.1509358
1,17,-8,-8,1.693893,-1.0564849
1,17,-8,-7,1.7328099,-0.92669666
1,17,-8,-6,1.7834166,-0.8066445
1,17,-8,-5,1.8130598,-0.6577373
1,17,-8,-4,1.8037258,-0.5280888
1,17,-8,-3,1.8022517,-0.37688482
1,17,-8,-2,1.7822951,-0.24883115
1,17,-8,-1,1.735218,-0.112764955
1,17,-8,0,1.691287,-0.011103137
1,17,-8,1,1.6257972,0.10451038
1,17,-8,2,1.5422516,0.19755952
1,17,-7,-10,1.5650146,-1.3622084
1,17,-7,-9,1.6502662,-1.2648429
1,17,-7,-8,1.7229242,-1.1643375
1,17,-7,-7,1.8090556,-1.0424672
1,17,-7,-6,1.8611246,-0.91760606
1,17,-7,-5,1.91131,-0.7680315
1,17,-7,-4,1.9417088,-0.6123712
1,17,-7,-3,1.9403499,-0.44324613
1,17,-7,-2,1.906464,-0.28486454
1,17,-7,-1,1.8667578,-0.12814182
1,17,-7,0,1.8027449,-0.003692132
1,17,-7,1,1.7186304,0.11685311
1,17,-7,2,1.655093,0.21190196
1,17,-7,3,1.5869786,0.2962475
1,17,-6,-10,1.6041834,-1.4551002
1,17,-6,-9,1.6890395,-1.3724786
1,17,-6,-8,1.7722248,-1.2897716
1,17,-6,-7,1.8667586,-1.1797767
1,17,-6,-6,1.9549791,-1.0453902
1,17,-6,-5,2.0398762,-0.88703406
1,17,-6,-4,2.0806272,-0.7146012
1,17,-6,-3,2.0916595,-0.52154773
1,17,-6,-2,2.081058,-0.33921057
1,17,-6,-1,2.0262296,-0.15728377
1,17,-6,0,1.9674647,-0.005710794
1,17,-6,1,1.8652443,0.12788795
1,17,-6,2,1.7661768,0.23600109
1,17,-6,3,1.6936935,0.32519928
1,17,-6,4,1.5940098,0.39567852
1,17,-5,-10,1.609067,-1.5634412
1,17,-5,-9,1.7079953,-1.5082123
1,17,-5,-8,1.7935855,-1.4263767
1,17,-5,-7,1.9166727,-1.3213897
1,17,-5,-6,2.0356917,-1.202278
1,17,-5,-5,2.137781,-1.0501776
1,17,-5,-4,2.2150366,-0.8509749
1,17,-5,-3,2.2664368,-0.64168847
1,17,-5,-2,2.2683094,-0.40869188
1,17,-5,-1,2.2216563,-0.18690817
1,17,-5,0,2.1322823,0.001055917
1,17,-5,1,2.027475,0.14657201
1,17,-5,2,1.9164158,0.27844414
1,17,-5,3,1.7904003,0.38054883
1,17,-5,4,1.7027829,0.45561767
1,17,-5,5,1.5978873,0.5244225
1,17,-4,-10,1.5894481,-1.6854556
1,17,-4,-9,1.6938385,-1.635588
1,17,-4,-8,1.8247391,-1.5770286
1,17,-4,-7,1.9464456,-1.489276
1,17,-4,-6,2.0825386,-1.3759458
1,17,-4,-5,2.2141035,-1.2362057
1,17,-4,-4,2.3594973,-1.0514668
1,17,-4,-3,2.4578533,-0.8057072
1,17,-4,-2,2.501753,-0.52093565
1,17,-4,-1,2.453916,-0.24623655
1,17,-4,0,2.3566418,0.001114083
1,17,-4,1,2.2183464,0.19064312
1,17,-4,2,2.0732427,0.3274185
1,17,-4,3,1.9485972,0.4336812
1,17,-4,4,1.8208113,0.5142986
1,17,-4,5,1.698444,0.58166224
1,17,-4,6,1.6050792,0.6339549
1,17,-3,-10,1.5932037,-1.8046658
1,17,-3,-9,1.6897213,-1.7588502
1,17,-3,-8,1.8057942,-1.7143761
1,17,-3,-7,1.9465448,-1.6566331
1,17,-3,-6,2.09319,-1.5709842
1,17,-3,-5,2.2739968,-1.4548973
1,17,-3,-4,2.46378,-1.2839836
1,17,-3,-3,2.6336546,-1.0501947
1,17,-3,-2,2.7581646,-0.7145315
1,17,-3,-1,2.7592685,-0.32975882
1,17,-3,0,2.6372411,0.00197789
1,17,-3,1,2.4506223,0.2413459
1,17,-3,2,2.2681599,0.41414413
1,17,-3,3,2.0912237,0.5233114
1,17,-3,4,1.9433664,0.60616684
1,17,-3,5,1.804982,0.6586341
1,17,-3,6,1.6878355,0.70905095
1,17,-3,7,1.5875623,0.75419146
1,17,-2,-10,1.5591674,-1.8995337
1,17,-2,-9,1.6661716,-1.8896608
1,17,-2,-8,1.7835109,-1.8366423
1,17,-2,-7,1.9126706,-1.8126731
1,17,-2,-6,2.0789053,-1.7592726
1,17,-2,-5,2.2776098,-1.6894511
1,17,-2,-4,2.4950886,-1.5766917
1,17,-2,-3,2.7597709,-1.3825102
1,17,-2,-2,3.0104113,-1.0466834
1,17,-2,-1,3.069433,-0.5234077
1,17,-2,0,3.009762,-0.002063318
1,17,-2,1,2.7586684,0.3333822
1,17,-2,2,2.4975543,0.5237256
1,17,-2,3,2.2762783,0.6414602
1,17,-2,4,2.0809572,0.7237953
1,17,-2,5,1.9148548,0.7681181
1,17,-2,6,1.7863824,0.7990586
1,17,-2,7,1.6482378,0.8232324
1,17,-2,8,1.5730041,0.84969246
1,17,-1,-9,1.6254503,-1.9995811
1,17,-1,-8,1.7378786,-1.9778633
1,17,-1,-7,1.8657182,-1.9700464
1,17,-1,-6,2.0283635,-1.9392276
1,17,-1,-5,2.2191966,-1.9149579
1,17,-1,-4,2.4578092,-1.8469555
1,17,-1,-3,2.7612302,-1.7587786
1,17,-1,-2,3.0792823,-1.5693034
1,17,-1,1,3.0793722,0.5244277
1,17,-1,2,2.763446,0.71370494
1,17,-1,3,2.4547985,0.8121176
1,17,-1,4,2.2235467,0.8641092
1,17,-1,5,2.0254097,0.89068884
1,17,-1,6,1.8727796,0.9137662
1,17,-1,7,1.7407204,0.93014884
1,17,-1,8,1.6238165,0.93627626
1,17,0,-9,1.5710855,-2.1013458
1,17,0,-8,1.6812141,-2.0913355
1,17,0,-7,1.8067003,-2.0948708
1,17,0,-6,1.9560901,-2.0956092
1,17,0,-5,2.1392326,-2.0949957
1,17,0,-4,2.357005,-2.087061
1,17,0,-3,2.634055,-2.092624
1,17,0,-2,3.0085263,-2.0947511
1,17,0,2,3.0119412,1.0478516
1,17,0,3,2.6412365,1.0454769
1,17,0,4,2.3559127,1.0406466
1,17,0,5,2.1329136,1.0410827
1,17,0,6,1.9645356,1.0454165
1,17,0,7,1.8023164,1.0542206
1,17,0,8,1.691196,1.0387584
1,17,0,9,1.5795252,1.0466783
1,17,1,-8,1.6066798,-2.1966963
1,17,1,-7,1.7397764,-2.2045317
1,17,1,-6,1.8709943,-2.2213824
1,17,1,-5,2.0222397,-2.2547376
1,17,1,-4,2.2197242,-2.2816703
1,17,1,-3,2.4606988,-2.3412538
1,17,1,-2,2.7624025,-2.4280965
1,17,1,-1,3.0703204,-2.6183107
1,17,1,2,3.0710917,1.5712605
1,17,1,3,2.7636847,1.3798282
1,17,1,4,2.454869,1.2891616
1,17,1,5,2.215659,1.2350364
1,17,1,6,2.03383,1.2017368
1,17,1,7,1.8729606,1.1793685
1,17,1,8,1.7324778,1.1660233
1,17,1,9,1.6309564,1.1389459
1,17,2,-8,1.5548103,-2.2757738
1,17,2,-7,1.6558899,-2.2975554
1,17,2,-6,1.7804053,-2.3337653
1,17,2,-5,1.9151227,-2.3813648
1,17,2,-4,2.079167,-2.4253504
1,17,2,-3,2.2676451,-2.5053632
1,17,2,-2,2.4990933,-2.614986
1,17,2,-1,2.764655,-2.8084188
1,17,2,0,3.010477,0.01521488
1,17,2,1,3.0801086,2.6204007
1,17,2,2,3.0096712,2.094155
1,17,2,3,2.7572372,1.7648089
1,17,2,4,2.4981956,1.5689125
1,17,2,5,2.2744503,1.4527054
1,17,2,6,2.0779476,1.3771935
1,17,2,7,1.9260451,1.3266373
1,17,2,8,1.7742769,1.2930771
1,17,2,9,1.6525735,1.2678757
1,17,2,10,1.5540197,1.2429515
1,17,3,-7,1.5814077,-2.3993206
1,17,3,-6,1.6787962,-2.4324172
1,17,3,-5,1.7969264,-2.4757879
1,17,3,-4,1.9499403,-2.54669
1,17,3,-3,2.0894396,-2.6202924
1,17,3,-2,2.2648914,-2.7318363
1,17,3,-1,2.450819,-2.8974504
1,17,3,0,2.6368597,0.045775387
1,17,3,1,2.7631803,2.8089683
1,17,3,2,2.7632518,2.4285789
1,17,3,3,2.6374342,2.090641
1,17,3,4,2.463187,1.8527855
1,17,3,5,2.2639923,1.6871862
1,17,3,6,2.0926945,1.5791355
1,17,3,7,1.9435734,1.48183
1,17,3,8,1.8056288,1.4250576
1,17,3,9,1.6891596,1.3862405
1,17,3,10,1.5842113,1.3537874
1,17,4,-6,1.5863396,-2.5166144
1,17,4,-5,1.7066195,-2.5411148
1,17,4,-4,1.8203808,-2.6141176
1,17,4,-3,1.9318451,-2.6997602
1,17,4,-2,2.0813794,-2.8084097
1,17,4,-1,2.2190912,-2.952585
1,17,4,0,2.3530133,-0.26795933
1,17,4,1,2.4573326,2.9009755
1,17,4,2,2.4939191,2.617207
1,17,4,3,2.459429,2.3310153
1,17,4,4,2.3487892,2.0965853
1,17,4,5,2.2260988,1.8971432
1,17,4,6,2.0818574,1.7588745
1,17,4,7,1.9439162,1.6500099
1,17,4,8,1.8237679,1.5562042
1,17,4,9,1.7016578,1.495325
1,17,4,10,1.6098983,1.4545511
1,17,5,-5,1.6093554,-2.6231127
1,17,5,-4,1.7091875,-2.6861603
1,17,5,-3,1.8112996,-2.764885
1,17,5,-2,1.9164745,-2.8586102
1,17,5,-1,2.0234275,-2.9845538
1,17,5,0,2.1325126,-0.29431248
1,17,5,1,2.2217894,2.9443295
1,17,5,2,2.2695634,2.7395678
1,17,5,3,2.2675998,2.504761
1,17,5,4,2.2230396,2.2757926
1,17,5,5,2.1317978,2.100462
1,17,5,6,2.0224469,1.9364923
1,17,5,7,1.9161043,1.8050652
1,17,5,8,1.8109177,1.7195696
1,17,5,9,1.702448,1.6427553
1,17,5,10,1.6121178,1.5674121
1,17,6,-4,1.5961871,-2.7535908
1,17,6,-3,1.697922,-2.8107557
1,17,6,-2,1.776679,-2.9104202
1,17,6,-1,1.8706391,-3.0044653
1,17,6,0,1.9555888,0.22112896
1,17,6,1,2.0229843,2.9869227
1,17,6,2,2.0706315,2.8092794
1,17,6,3,2.0987124,2.6223218
1,17,6,4,2.079046,2.4340966
1,17,6,5,2.0292997,2.241414
1,17,6,6,1.9524068,2.1018112
1,17,6,7,1.8734165,1.9675305
1,17,6,8,1.7745577,1.8495615
1,17,6,9,1.6945527,1.7642915
1,17,6,10,1.6079799,1.6951581
1,17,7,-3,1.5826266,-2.8443975
1,17,7,-2,1.6643122,-2.9284077
1,17,7,-1,1.7449318,-3.0283601
1,17,7,0,1.8027929,0.07546474
1,17,7,1,1.8758533,3.0048876
1,17,7,2,1.9194345,2.8629122
1,17,7,3,1.9392071,2.708211
1,17,7,4,1.9421277,2.5268252
1,17,7,5,1.9096401,2.373399
1,17,7,6,1.8724345,2.2339315
1,17,7,7,1.8060477,2.0979223
1,17,7,8,1.7313151,1.9788462
1,17,7,9,1.6734637,1.8834752
1,17,7,10,1.5830474,1.8076324
1,17,8,-2,1.5677133,-2.948177
1,17,8,-1,1.6178371,-3.0606122
1,17,8,0,1.6819404,0.44323623
1,17,8,1,1.744283,3.0239003
1,17,8,2,1.7730552,2.9026246
1,17,8,3,1.8039407,2.7597113
1,17,8,4,1.8108702,2.6094186
1,17,8,5,1.8097812,2.4779549
1,17,8,6,1.7918171,2.3309593
1,17,8,7,1.7440217,2.207161
1,17,8,8,1.6781774,2.0986626
1,17,8,9,1.6189044,1.9971408
1,17,8,10,1.5492845,1.8963578
1,17,9,0,1.5756302,-1.734179
1,17,9,1,1.6185642,3.048099
1,17,9,2,1.6541222,2.924647
1,17,9,3,1.68607,2.8041742
1,17,9,4,1.7048329,2.6831348
1,17,9,5,1.69139,2.5575333
1,17,9,6,1.6959784,2.4315393
1,17,9,7,1.6608553,2.3149498
1,17,9,8,1.6030797,2.185532
1,17,9,9,1.57354,2.10644
1,17,10,2,1.5602654,2.9430199
1,17,10,3,1.5820595,2.859859
1,17,10,4,1.6082646,2.7342045
1,17,10,5,1.6191218,2.6110392
1,17,10,6,1.5826842,2.5050328
1,17,10,7,1.5870456,2.38403
1,17,10,8,1.5414647,2.2911932
1,19,-10,-8,1.5760748,-0.8577302
1,19,-10,-7,1.6001564,-0.7524689
1,19,-10,-6,1.6090328,-0.64227206
1,19,-10,-5,1.6079923,-0.5155063
1,19,-10,-4,1.6010277,-0.43270707
1,19,-10,-3,1.5956694,-0.3011327
1,19,-10,-2,1.555035,-0.19559705
1,19,-9,-9,1.5674734,-1.0626519
1,19,-9,-8,1.6231456,-0.9540742
1,19,-9,-7,1.6662633,-0.8430089
1,19,-9,-6,1.6928946,-0.71631116
1,19,-9,-5,1.7102536,-0.58709216
1,19,-9,-4,1.7210487,-0.4667008
1,19,-9,-3,1.7051206,-0.31301165
1,19,-9,-2,1.659741,-0.21410333
1,19,-9,-1,1.6437753,-0.091675915
1,19,-9,0,1.5766098,-0.010069938
1,19,-8,-10,1.5415548,-1.2428496
1,19,-8,-9,1.6345978,-1.1690688
1,19,-8,-8,1.6875693,-1.0476393
1,19,-8,-7,1.7333052,-0.9349644
1,19,-8,-6,1.7965021,-0.8057525
1,19,-8,-5,1.8183844,-0.658726
1,19,-8,-4,1.8065792,-0.52512395
1,19,-8,-3,1.8122158,-0.38496155
1,19,-8,-2,1.777775,-0.23691136
1,19,-8,-1,1.73025,-0.11668768
1,19,-8,0,1.6984583,-0.010111667
1,19,-8,1,1.6290964,0.09159018
1,19,-8,2,1.5639379,0.20160685
1,19,-7,-10,1.5816486,-1.3488503
1,19,-7,-9,1.6748987,-1.2692124
1,19,-7,-8,1.7324464,-1.1644636
1,19,-7,-7,1.8222476,-1.047163
1,19,-7,-6,1.8699721,-0.9192484
1,19,-7,-5,1.9222683,-0.76972437
1,19,-7,-4,1.952452,-0.60283643
1,19,-7,-3,1.9523181,-0.44750208
1,19,-7,-2,1.9278269,-0.28077447
1,19,-7,-1,1.8672826,-0.12843856
1,19,-7,0,1.8191609,-0.005947082
1,19,-7,1,1.7501953,0.115411155
1,19,-7,2,1.6707464,0.21144792
1,19,-7,3,1.5896702,0.3046969
1,19,-6,-10,1.6102439,-1.4528248
1,19,-6,-9,1.696514,-1.3872346
