subdet,layer,waferu,waferv,tc_eta,tc_phi
2,30,-3,5,1.9335309,0.601533
2,30,-3,6,1.8087109,0.66111135
2,30,-3,7,1.6984729,0.71167684
2,30,-3,8,1.5898148,0.7243708
2,30,-2,-10,1.5754379,-1.8750997
2,30,-2,-9,1.6648885,-1.8454077
2,30,-2,-8,1.7796223,-1.8224741
2,30,-2,-7,1.9073114,-1.7882272
2,30,-2,-6,2.046386,-1.7427306
2,30,-2,-5,2.233541,-1.6647813
2,30,-2,-4,2.4125702,-1.579053
2,30,-2,-3,2.6448529,-1.4161466
2,30,-2,-2,2.8970256,-1.1566877
2,30,-2,-1,2.988488,-0.7618065
2,30,-2,0,2.994935,-0.28352538
2,30,-2,1,2.898989,0.11465539
2,30,-2,2,2.648962,0.36012506
2,30,-2,3,2.4268205,0.52055126
2,30,-2,4,2.2224789,0.6331955
2,30,-2,5,2.0527697,0.68944037
2,30,-2,6,1.9090436,0.7563445
2,30,-2,7,1.770239,0.7822245
2,30,-2,8,1.6610644,0.8162883
2,30,-2,9,1.600054,0.84673524
2,30,-1,-9,1.6355841,-1.9847119
2,30,-1,-8,1.7206227,-1.9772177
2,30,-1,-7,1.8651384,-1.9110973
2,30,-1,-6,1.9981574,-1.9032452
2,30,-1,-5,2.1758258,-1.871178
2,30,-1,-4,2.3892584,-1.8267038
2,30,-1,-3,2.6423752,-1.7243296
2,30,-1,-2,2.9533875,-1.5648044
2,30,-1,2,2.9545074,0.53089684
2,30,-1,3,2.654634,0.6894741
2,30,-1,4,2.3860471,0.7696624
2,30,-1,5,2.1787763,0.84534216
2,30,-1,6,2.0075948,0.8609526
2,30,-1,7,1.866083,0.8832697
2,30,-1,8,1.7313207,0.89469683
2,30,-1,9,1.5873293,0.91218257
2,30,0,-9,1.5844885,-2.066475
2,30,0,-8,1.6944841,-2.0709083
2,30,0,-7,1.8129762,-2.0618188
2,30,0,-6,1.9431646,-2.0578573
2,30,0,-5,2.1138299,-2.0473151
2,30,0,-4,2.3123748,-2.0363398
2,30,0,-3,2.555886,-2.013755
2,30,0,-2,2.8992836,-1.975878
2,30,0,3,2.896944,0.92722297
2,30,0,4,2.5615065,0.9788437
2,30,0,5,2.3084733,0.97234786
2,30,0,6,2.105424,0.989993
2,30,0,7,1.95548,0.99852383
2,30,0,8,1.8320885,1.0138333
2,30,0,9,1.7115269,1.01475
2,30,0,10,1.6043454,1.0148464
2,30,1,-8,1.6331664,-2.171273
2,30,1,-7,1.7471957,-2.1720688
2,30,1,-6,1.8709246,-2.1652963
2,30,1,-5,2.0124216,-2.2002933
2,30,1,-4,2.1905673,-2.215402
2,30,1,-3,2.4134798,-2.2302263
2,30,1,-2,2.704276,-2.2794588
2,30,1,-1,2.9977114,-2.3684769
2,30,1,3,3.0023904,1.328
2,30,1,4,2.7028127,1.2412661
2,30,1,5,2.4189157,1.1806331
2,30,1,6,2.1912184,1.1541525
2,30,1,7,2.0205479,1.1436235
2,30,1,8,1.8767495,1.1318723
2,30,1,9,1.7628765,1.1147327
2,30,1,10,1.6602353,1.103991
2,30,2,-8,1.582963,-2.2387652
2,30,2,-7,1.6840389,-2.2705088
2,30,2,-6,1.7829657,-2.276914
2,30,2,-5,1.9148988,-2.3453395
2,30,2,-4,2.080694,-2.349256
2,30,2,-3,2.277438,-2.4048977
2,30,2,-2,2.4844112,-2.4827087
2,30,2,-1,2.7589412,-2.6201494
2,30,2,0,2.9973438,-2.8600857
2,30,2,3,2.9937463,1.8067915
2,30,2,4,2.7586513,1.5718304
2,30,2,5,2.4822304,1.4334694
2,30,2,6,2.257302,1.3523895
2,30,2,7,2.0790162,1.2913142
2,30,2,8,1.9513665,1.2617226
2,30,2,9,1.7934437,1.2520661
2,30,2,10,1.6902044,1.2260721
2,30,2,11,1.5778841,1.2113863
2,30,3,-7,1.6265545,-2.3434436
2,30,3,-6,1.6970026,-2.364576
2,30,3,-5,1.8332132,-2.4079046
2,30,3,-4,1.9546957,-2.456579
2,30,3,-3,2.1105435,-2.5317068
2,30,3,-2,2.2814803,-2.607947
2,30,3,-1,2.486432,-2.761327
2,30,3,0,2.7030382,-2.9544153
2,30,3,1,2.8973563,2.2206378
2,30,3,2,2.9537823,2.6225483
2,30,3,3,2.8941493,2.2075
2,30,3,4,2.7001054,1.906876
2,30,3,5,2.4905562,1.713465
2,30,3,6,2.29147,1.5513576
2,30,3,7,2.1126297,1.4789943
2,30,3,8,1.9427974,1.4123245
2,30,3,9,1.8447989,1.3646181
2,30,3,10,1.7023002,1.3290725
2,30,4,-6,1.6277851,-2.4434648
2,30,4,-5,1.7248615,-2.4999506
2,30,4,-4,1.8542061,-2.5408335
2,30,4,-3,1.9845371,-2.617371
2,30,4,-2,2.1059084,-2.7115514
2,30,4,-1,2.2658312,-2.8302488
2,30,4,0,2.4203193,-2.9936614
2,30,4,1,2.5598269,2.417186
2,30,4,2,2.6498194,2.771691
2,30,4,3,2.647106,2.4671774
2,30,4,4,2.5666525,2.1720529
2,30,4,5,2.425448,1.9477773
2,30,4,6,2.262875,1.7816381
2,30,4,7,2.1170683,1.6721692
2,30,4,8,1.977529,1.5671694
2,30,4,9,1.8403348,1.5087411
2,30,4,10,1.7406034,1.4491503
2,30,4,11,1.6388024,1.4509537
2,30,5,-6,1.5652125,-2.5060692
2,30,5,-5,1.6452109,-2.5615802
2,30,5,-4,1.7282339,-2.6249807
2,30,5,-3,1.8313761,-2.6808488
2,30,5,-2,1.9713724,-2.7797873
2,30,5,-1,2.0876646,-2.8947685
2,30,5,0,2.2037857,-3.0249615
2,30,5,1,2.3157964,2.219053
2,30,5,2,2.384927,2.8634763
2,30,5,3,2.4188342,2.6302059
2,30,5,4,2.3940313,2.38483
2,30,5,5,2.313799,2.1544611
2,30,5,6,2.206496,1.9891895
2,30,5,7,2.0817072,1.8250072
2,30,5,8,1.967706,1.7414967
2,30,5,9,1.8388873,1.6355548
2,30,5,10,1.7439475,1.5815201
2,30,5,11,1.647641,1.5206046
2,30,5,12,1.5668194,1.4908819
2,30,6,-4,1.6403853,-2.6887095
2,30,6,-3,1.7136047,-2.7401385
2,30,6,-2,1.8411087,-2.829447
2,30,6,-1,1.9322324,-2.920396
2,30,6,0,2.0358932,-3.0260177
2,30,6,1,2.1186378,2.5747697
2,30,6,2,2.1873171,2.9086032
2,30,6,3,2.2195683,2.710263
2,30,6,4,2.212306,2.5124114
2,30,6,5,2.1899,2.3238127
2,30,6,6,2.1039588,2.15465
2,30,6,7,2.042167,2.0092304
2,30,6,8,1.9338081,1.8960849
2,30,6,9,1.8380541,1.7564373
2,30,6,10,1.7322823,1.6950879
2,30,6,11,1.6617855,1.6289402
2,30,7,-4,1.5453287,-2.6758206
2,30,7,-3,1.6172178,-2.7758932
2,30,7,-2,1.7147067,-2.8515275
2,30,7,-1,1.7988089,-2.9453158
2,30,7,0,1.8821948,-3.054201
2,30,7,1,1.9414788,2.6729388
2,30,7,2,2.0227664,2.95037
2,30,7,3,2.0466566,2.775446
2,30,7,4,2.0661905,2.6251166
2,30,7,5,2.0534189,2.4428759
2,30,7,6,2.0085223,2.2870417
2,30,7,7,1.9484694,2.1391277
2,30,7,8,1.8899301,2.0005047
2,30,7,9,1.7967868,1.8913635
2,30,7,10,1.6880413,1.8334074
2,30,7,11,1.6442472,1.7282127
2,30,7,12,1.569885,1.7166607
2,30,8,-2,1.6444552,-2.8989754
2,30,8,-1,1.6719378,-2.9664555
2,30,8,0,1.7588944,-3.0747585
2,30,8,1,1.8103417,2.1152291
2,30,8,2,1.8654742,2.9785962
2,30,8,3,1.9136242,2.8587923
2,30,8,4,1.9385225,2.6904738
2,30,8,5,1.937209,2.5239532
2,30,8,6,1.9208485,2.3932312
2,30,8,7,1.8761841,2.2661314
2,30,8,8,1.8060457,2.1227894
2,30,8,9,1.752016,2.0178795
2,30,8,10,1.68612,1.9343785
2,30,8,11,1.5913014,1.8298473
2,30,9,-1,1.578675,-2.9679465
2,30,9,0,1.613555,-3.08176
2,30,9,1,1.67586,1.8579657
2,30,9,2,1.7549793,2.9973278
2,30,9,3,1.7727212,2.870106
2,30,9,4,1.792277,2.7643328
2,30,9,5,1.8203732,2.6090791
2,30,9,6,1.79583,2.480641
2,30,9,7,1.77388,2.3395617
2,30,9,8,1.7373915,2.2190194
2,30,9,9,1.6731074,2.1258714
2,30,9,10,1.6739454,2.0371726
2,30,9,11,1.5749654,1.9760175
2,30,10,1,1.5686413,1.0363077
2,30,10,2,1.6173347,3.0231102
2,30,10,3,1.6369962,2.9186633
2,30,10,4,1.6997471,2.786341
2,30,10,5,1.7008622,2.6852565
2,30,10,6,1.7015489,2.5758102
2,30,10,7,1.6699613,2.4223847
2,30,10,8,1.65855,2.3398073
2,30,10,9,1.62859,2.227505
2,30,10,10,1.585819,2.1137438
2,30,11,3,1.5773695,2.9229302
2,30,11,4,1.5942858,2.8393998
2,30,11,5,1.6250341,2.6810646
2,30,11,6,1.646658,2.6191273
2,30,11,7,1.6238179,2.4959655
2,30,11,8,1.615181,2.379929
2,30,11,9,1.6055818,2.277536
2,31,-11,-9,1.5980778,-0.8105708
2,31,-11,-8,1.6157038,-0.74090564
2,31,-11,-7,1.6240923,-0.6274892
2,31,-11,-6,1.6296886,-0.51965
2,31,-11,-5,1.6513884,-0.409092
2,31,-11,-4,1.6156287,-0.33482158
2,31,-11,-3,1.597101,-0.20632613
2,31,-10,-10,1.6088192,-1.048917
2,31,-10,-9,1.6451751,-0.9424195
2,31,-10,-8,1.6969864,-0.84357154
2,31,-10,-7,1.6913488,-0.68503606
2,31,-10,-6,1.7444232,-0.550138
2,31,-10,-5,1.7223847,-0.44964558
2,31,-10,-4,1.7049907,-0.3592085
2,31,-10,-3,1.6927415,-0.25012702
2,31,-10,-2,1.659024,-0.12080286
2,31,-10,-1,1.6130233,0.011170564
2,31,-9,-11,1.5972065,-1.2088313
2,31,-9,-10,1.632934,-1.1126655
2,31,-9,-9,1.7236738,-1.0500623
2,31,-9,-8,1.7322526,-0.9222476
2,31,-9,-7,1.7953943,-0.78910714
2,31,-9,-6,1.8126919,-0.6436034
2,31,-9,-5,1.8328073,-0.53026545
2,31,-9,-4,1.8212644,-0.39491117
2,31,-9,-3,1.7989548,-0.26211166
2,31,-9,-2,1.7619177,-0.13137402
2,31,-9,-1,1.7147766,-0.040246274
2,31,-9,1,1.6073167,0.15729345
2,31,-8,-12,1.5429058,-1.3761886
2,31,-8,-11,1.6093972,-1.3012863
2,31,-8,-10,1.6861087,-1.2190977
2,31,-8,-9,1.7666628,-1.1253444
2,31,-8,-8,1.8326632,-1.0088962
2,31,-8,-7,1.8831977,-0.88088894
2,31,-8,-6,1.9214247,-0.73655236
2,31,-8,-5,1.9540306,-0.6019991
2,31,-8,-4,1.9361427,-0.4622981
2,31,-8,-3,1.9142967,-0.29587683
2,31,-8,-2,1.8861372,-0.163599
2,31,-8,-1,1.8189685,-0.044343624
2,31,-8,0,1.7655933,0.0838348
2,31,-8,1,1.6975032,0.19910546
2,31,-8,2,1.6359847,0.2346305
2,31,-8,3,1.5495222,0.3064062
2,31,-7,-12,1.5730455,-1.4668165
2,31,-7,-11,1.6304748,-1.3918442
2,31,-7,-10,1.7455746,-1.3042457
2,31,-7,-9,1.8255508,-1.2422448
2,31,-7,-8,1.8917977,-1.1135743
2,31,-7,-7,1.9445653,-0.9890048
2,31,-7,-6,2.0341737,-0.86996114
2,31,-7,-5,2.0631719,-0.6896398
2,31,-7,-4,2.0755415,-0.54457843
2,31,-7,-3,2.0613365,-0.33860943
2,31,-7,-2,2.0166686,-0.18161525
2,31,-7,-1,1.9623451,-0.029149013
2,31,-7,0,1.887863,0.08422178
2,31,-7,1,1.8135705,0.19111602
2,31,-7,2,1.7074457,0.30527818
2,31,-7,3,1.6543232,0.36678728
2,31,-7,4,1.604115,0.3991686
2,31,-6,-11,1.6695253,-1.5315896
2,31,-6,-10,1.7584012,-1.4231158
2,31,-6,-9,1.846895,-1.3580496
2,31,-6,-8,1.9273,-1.2678772
2,31,-6,-7,2.0280492,-1.1478486
2,31,-6,-6,2.125067,-1.0031577
2,31,-6,-5,2.199445,-0.8136321
2,31,-6,-4,2.2404456,-0.614898
2,31,-6,-3,2.2309313,-0.42305174
2,31,-6,-2,2.1886256,-0.21836585
2,31,-6,-1,2.1354418,-0.050979108
2,31,-6,0,2.0290911,0.089502834
2,31,-6,1,1.9253416,0.21304634
2,31,-6,2,1.8549836,0.31373546
2,31,-6,3,1.7405099,0.39277658
2,31,-6,4,1.6743208,0.46038464
2,31,-5,-12,1.5757983,-1.673367
2,31,-5,-11,1.6638098,-1.6242452
2,31,-5,-10,1.7580329,-1.5795187
2,31,-5,-9,1.8522868,-1.5069157
2,31,-5,-8,1.9629748,-1.4291642
2,31,-5,-7,2.0943675,-1.2991102
2,31,-5,-6,2.2155578,-1.1748303
2,31,-5,-5,2.3237839,-0.9747343
2,31,-5,-4,2.406229,-0.77479136
2,31,-5,-3,2.4264562,-0.52241004
2,31,-5,-2,2.3925989,-0.28567383
2,31,-5,-1,2.320839,-0.06196778
2,31,-5,0,2.2134068,0.11600484
2,31,-5,1,2.0902917,0.26595575
2,31,-5,2,1.987207,0.37129694
2,31,-5,3,1.8737094,0.44948173
2,31,-5,4,1.7425421,0.5031673
2,31,-5,5,1.6611441,0.57162774
2,31,-5,6,1.5550135,0.6379163
2,31,-4,-12,1.5685835,-1.8195227
2,31,-4,-11,1.6404083,-1.7285471
2,31,-4,-10,1.7642852,-1.6769451
2,31,-4,-9,1.8734748,-1.6395308
2,31,-4,-8,1.9757127,-1.5628152
2,31,-4,-7,2.1318865,-1.4622122
2,31,-4,-6,2.272987,-1.3766509
2,31,-4,-5,2.436015,-1.1823913
2,31,-4,-4,2.5806916,-0.96334535
2,31,-4,-3,2.6643696,-0.6712541
2,31,-4,-2,2.6648958,-0.36839002
2,31,-4,-1,2.578791,-0.07793963
2,31,-4,0,2.4358616,0.13750839
2,31,-4,1,2.2709212,0.31840992
2,31,-4,2,2.134315,0.43463373
2,31,-4,3,1.9753091,0.5128347
2,31,-4,4,1.8584973,0.59333843
2,31,-4,5,1.7583838,0.63941526
2,31,-4,6,1.6211888,0.6888828
2,31,-4,7,1.5762488,0.7268653
2,31,-3,-11,1.6084869,-1.8473006
2,31,-3,-10,1.7315519,-1.7959912
2,31,-3,-9,1.833085,-1.78426
2,31,-3,-8,1.96482,-1.7228205
2,31,-3,-7,2.124979,-1.6736363
2,31,-3,-6,2.310339,-1.5644257
2,31,-3,-5,2.5074954,-1.4377131
2,31,-3,-4,2.7125404,-1.2435619
2,31,-3,-3,2.9072359,-0.9313023
2,31,-3,-2,2.9720342,-0.52544475
2,31,-3,-1,2.9158578,-0.1170665
2,31,-3,0,2.7109296,0.19113545
2,31,-3,1,2.4932466,0.3950572
2,31,-3,2,2.3070028,0.5183562
2,31,-3,3,2.1265876,0.61163723
2,31,-3,4,1.9724962,0.67461956
2,31,-3,5,1.8608006,0.7248042
2,31,-3,6,1.739272,0.7655952
2,31,-3,7,1.6431525,0.8070843
2,31,-2,-11,1.5620328,-1.9775506
2,31,-2,-10,1.682275,-1.9429067
2,31,-2,-9,1.8031392,-1.8791898
2,31,-2,-8,1.93,-1.871454
2,31,-2,-7,2.1105642,-1.8385166
2,31,-2,-6,2.2772028,-1.7801188
2,31,-2,-5,2.5121703,-1.6948225
2,31,-2,-4,2.7687726,-1.574341
2,31,-2,-3,3.0100088,-1.3253582
2,31,-2,0,3.0124998,0.27928084
2,31,-2,1,2.7738225,0.53148216
2,31,-2,2,2.488193,0.65860355
2,31,-2,3,2.2672756,0.74292624
2,31,-2,4,2.093637,0.7927104
2,31,-2,5,1.9409962,0.839475
2,31,-2,6,1.8220907,0.84790313
2,31,-2,7,1.6852195,0.8656638
2,31,-2,8,1.5994725,0.88495654
2,31,-1,-10,1.6545033,-2.0329914
2,31,-1,-9,1.7584851,-2.031873
2,31,-1,-8,1.9102352,-2.0266626
2,31,-1,-7,2.0381522,-1.9908557
2,31,-1,-6,2.2121363,-1.976022
2,31,-1,-5,2.4260366,-1.9505012
2,31,-1,-4,2.7132797,-1.9060531
2,31,-1,-3,3.014841,-1.8119663
2,31,-1,1,3.013981,0.7645146
2,31,-1,2,2.7068105,0.8594218
2,31,-1,3,2.4373682,0.9143579
2,31,-1,4,2.2141945,0.92320704
2,31,-1,5,2.0536957,0.9502645
2,31,-1,6,1.88786,0.96463174
2,31,-1,7,1.7575976,0.962447
2,31,0,-10,1.6121266,-2.1208951
2,31,0,-9,1.6848586,-2.1516066
2,31,0,-8,1.84443,-2.1529846
2,31,0,-7,1.9422201,-2.1393735
2,31,0,-6,2.1314473,-2.1518297
2,31,0,-5,2.3340173,-2.1588056
2,31,0,-4,2.577132,-2.161933
2,31,0,-3,2.9090478,-2.2121248
2,31,0,2,2.9154572,1.1655834
2,31,0,3,2.5736442,1.1194192
2,31,0,4,2.3184037,1.1100819
2,31,0,5,2.1229079,1.0953295
2,31,0,6,1.9756067,1.0946934
2,31,0,7,1.8217013,1.0881948
2,31,0,8,1.7021722,1.0627459
2,31,0,9,1.6088194,1.0454781
2,31,1,-10,1.5599409,-2.204672
2,31,1,-9,1.6221223,-2.2036345
2,31,1,-8,1.7579682,-2.2288146
2,31,1,-7,1.8760239,-2.223304
2,31,1,-6,2.0396752,-2.2987258
2,31,1,-5,2.1939924,-2.3218942
2,31,1,-4,2.40823,-2.3842568
2,31,1,-3,2.6623619,-2.4708755
2,31,1,-2,2.9626992,-2.6191182
2,31,1,2,2.9642882,1.5696478
2,31,1,3,2.6709728,1.4128937
2,31,1,4,2.3916013,1.3346831
2,31,1,5,2.190991,1.2719392
2,31,1,6,2.0158556,1.2434958
2,31,1,7,1.9064133,1.1905352
2,31,1,8,1.7311006,1.1936504
2,31,1,9,1.6449342,1.1674426
2,31,2,-9,1.5825064,-2.2572002
2,31,2,-8,1.6677334,-2.3256028
2,31,2,-7,1.7902048,-2.363145
2,31,2,-6,1.9218769,-2.39024
2,31,2,-5,2.0651717,-2.4293416
2,31,2,-4,2.2503285,-2.5212588
2,31,2,-3,2.426075,-2.6069443
2,31,2,-2,2.6789253,-2.7765234
2,31,2,-1,2.9059615,-2.2084134
2,31,2,0,3.0153224,2.8710437
2,31,2,1,3.0112407,2.370416
2,31,2,2,2.9103305,1.9830884
2,31,2,3,2.6823611,1.7345155
2,31,2,4,2.433419,1.5646203
2,31,2,5,2.242362,1.4589806
2,31,2,6,2.0688584,1.4036797
2,31,2,7,1.9295295,1.359209
2,31,2,8,1.8020896,1.3118432
2,31,2,9,1.7209171,1.2820743
2,31,3,-8,1.5975423,-2.3994257
2,31,3,-7,1.6924301,-2.4181504
2,31,3,-6,1.8110448,-2.4882872
2,31,3,-5,1.9312837,-2.5525584
2,31,3,-4,2.0768101,-2.6354527
2,31,3,-3,2.2405624,-2.705254
2,31,3,-2,2.3979287,-2.8606489
2,31,3,-1,2.575313,-2.0624712
2,31,3,0,2.721695,2.95403
2,31,3,1,2.7745037,2.6160498
2,31,3,2,2.7191205,2.2799032
2,31,3,3,2.5846658,2.0116384
2,31,3,4,2.4106722,1.817753
2,31,3,5,2.222218,1.6685088
2,31,3,6,2.0920532,1.5598955
2,31,3,7,1.9361503,1.4787364
2,31,3,8,1.8345975,1.4246889
2,31,3,9,1.7053984,1.3610189
2,31,3,10,1.5927172,1.3443635
2,31,4,-7,1.6215149,-2.4925423
2,31,4,-6,1.7249823,-2.5570433
2,31,4,-5,1.820034,-2.6402354
2,31,4,-4,1.9513106,-2.681382
2,31,4,-3,2.0563416,-2.7833245
2,31,4,-2,2.2016468,-2.9285488
2,31,4,-1,2.3283463,-2.5451877
2,31,4,0,2.4350398,2.992024
2,31,4,1,2.4968343,2.7455318
2,31,4,2,2.490256,2.4806101
2,31,4,3,2.436384,2.2347198
2,31,4,4,2.3138492,2.0391648
2,31,4,5,2.1932786,1.8597733
2,31,4,6,2.0714257,1.7372088
2,31,4,7,1.9473035,1.6389387
2,31,4,8,1.8166778,1.5735923
2,31,4,9,1.7222475,1.5008376
2,31,4,10,1.622775,1.4887381
2,31,5,-6,1.6356542,-2.6091518
2,31,5,-5,1.735161,-2.6820638
2,31,5,-4,1.8180739,-2.7348826
2,31,5,-3,1.9064837,-2.8589334
2,31,5,-2,2.0208669,-2.9435885
2,31,5,-1,2.145007,-2.248455
2,31,5,0,2.2181127,3.0233607
2,31,5,1,2.2837691,2.8303018
2,31,5,2,2.3020422,2.6235275
2,31,5,3,2.2775035,2.4053137
2,31,5,4,2.2197297,2.2035587
2,31,5,5,2.118849,2.039204
2,31,5,6,2.0251238,1.9167598
2,31,5,7,1.9217418,1.7941171
2,31,5,8,1.811464,1.7008847
2,31,5,9,1.724244,1.6442586
2,31,5,10,1.6416807,1.5517031
2,31,6,-4,1.7187582,-2.8050833
2,31,6,-3,1.7955672,-2.8706686
2,31,6,-2,1.8855587,-2.9615283
2,31,6,-1,1.9646883,-1.8919293
2,31,6,0,2.0368161,3.0384247
2,31,6,1,2.1002462,2.87354
2,31,6,2,2.1061258,2.704537
2,31,6,3,2.1334865,2.5317698
2,31,6,4,2.0853763,2.3512096
2,31,6,5,2.0406296,2.1941233
2,31,6,6,1.9458929,2.0503385
2,31,6,7,1.8970624,1.923075
2,31,6,8,1.8179001,1.8270688
2,31,6,9,1.7306949,1.7384413
2,31,6,10,1.6210808,1.6643426
2,31,7,-4,1.6259372,-2.874964
2,31,7,-3,1.6896921,-2.9086537
2,31,7,-2,1.7744263,-2.9926572
2,31,7,-1,1.8106991,-2.057722
2,31,7,0,1.9017307,3.0795667
2,31,7,1,1.9539367,2.9241598
2,31,7,2,1.981976,2.7583654
2,31,7,3,2.0002234,2.61201
2,31,7,4,1.9809446,2.4616008
2,31,7,5,1.9333308,2.3060577
2,31,7,6,1.8965096,2.1824133
2,31,7,7,1.8693873,2.0610857
2,31,7,8,1.7614229,1.9477992
2,31,7,9,1.6809438,1.8734328
2,31,7,10,1.6250023,1.7741537
2,31,8,-2,1.643932,-3.067657
2,31,8,-1,1.7137222,0.018287659
2,31,8,0,1.786161,3.0803297
2,31,8,1,1.7995448,2.9627295
2,31,8,2,1.8387867,2.8270187
2,31,8,3,1.8589661,2.6637745
2,31,8,4,1.8616451,2.5672438
2,31,8,5,1.8527917,2.4236014
2,31,8,6,1.8168937,2.2959025
2,31,8,7,1.7497668,2.1799989
2,31,8,8,1.6889224,2.0738313
2,31,8,9,1.6479385,1.9819249
2,31,8,10,1.5675443,1.8393868
2,31,9,-2,1.5505995,-3.0283656
2,31,9,-1,1.6124557,-2.2142246
2,31,9,0,1.6394664,3.0617778
2,31,9,1,1.7143116,2.9725935
2,31,9,2,1.7561928,2.865281
2,31,9,3,1.7306782,2.7559373
2,31,9,4,1.7533803,2.605389
2,31,9,5,1.7737081,2.4686098
2,31,9,6,1.7179806,2.3908405
2,31,9,7,1.6909785,2.2818274
2,31,9,8,1.6339203,2.1541438
2,31,9,9,1.6098113,2.058396
2,31,9,10,1.5905442,2.0021625
2,31,10,1,1.5686426,2.9999053
2,31,10,2,1.6234107,2.8952754
2,31,10,3,1.6533568,2.766897
2,31,10,4,1.6955092,2.6845365
2,31,10,5,1.6738462,2.597397
2,31,10,6,1.6411662,2.4427197
2,31,10,7,1.638142,2.348905
2,31,10,8,1.6152592,2.229257
2,31,11,3,1.5555665,2.8195503
2,31,11,4,1.559874,2.7226746
2,31,11,6,1.6125205,2.5057464
2,32,-11,-7,1.5602354,-0.7088516
2,32,-11,-6,1.6142817,-0.62679094
2,32,-11,-4,1.5675575,-0.4308049
2,32,-11,-3,1.5943136,-0.3271263
2,32,-10,-8,1.6065421,-0.9016196
2,32,-10,-7,1.652623,-0.82648647
2,32,-10,-6,1.6642734,-0.6891427
2,32,-10,-5,1.6828674,-0.59070563
2,32,-10,-4,1.6673244,-0.485225
2,32,-10,-3,1.6508743,-0.38554215
2,32,-10,-2,1.6592362,-0.22723809
2,32,-10,-1,1.626472,-0.15134703
2,32,-9,-10,1.5445943,-1.1723496
2,32,-9,-9,1.6157985,-1.0810739
2,32,-9,-8,1.6804045,-0.9667657
2,32,-9,-7,1.713351,-0.8683634
2,32,-9,-6,1.7599816,-0.7640804
2,32,-9,-5,1.7633867,-0.6167088
2,32,-9,-4,1.7821337,-0.5347232
2,32,-9,-3,1.7712265,-0.41272688
2,32,-9,-2,1.7507277,-0.2891639
2,32,-9,-1,1.7070928,-0.13905254
2,32,-9,0,1.6571637,-0.076468
2,32,-9,1,1.6128715,0.052871443
2,32,-9,2,1.5538312,0.118053965
2,32,-8,-10,1.625761,-1.26492
2,32,-8,-9,1.6930292,-1.195563
2,32,-8,-8,1.7491959,-1.0704317
2,32,-8,-7,1.8015411,-0.975013
2,32,-8,-6,1.8160341,-0.85237354
2,32,-8,-5,1.8680637,-0.7352692
2,32,-8,-4,1.8691312,-0.5872972
2,32,-8,-3,1.8796551,-0.46438313
2,32,-8,-2,1.8656249,-0.3202838
2,32,-8,-1,1.8313342,-0.20279779
2,32,-8,0,1.756674,-0.09021706
2,32,-8,1,1.7216303,0.07436694
2,32,-8,2,1.6397841,0.13920224
2,32,-8,3,1.5794709,0.2104917
2,32,-7,-10,1.6213989,-1.3132166
2,32,-7,-9,1.6791631,-1.2951664
2,32,-7,-8,1.7617055,-1.2023746
2,32,-7,-7,1.8436766,-1.085388
2,32,-7,-6,1.8944082,-0.9918834
2,32,-7,-5,1.9374284,-0.8480364
2,32,-7,-4,1.9904994,-0.68217766
2,32,-7,-3,1.988426,-0.524632
2,32,-7,-2,1.9818763,-0.36085194
2,32,-7,-1,1.9627241,-0.21949068
2,32,-7,0,1.9052231,-0.07298031
2,32,-7,1,1.8640145,0.050340727
2,32,-7,2,1.7561388,0.15928164
2,32,-7,3,1.701798,0.21496724
2,32,-7,4,1.6091633,0.29481032
2,32,-6,-10,1.6421826,-1.4532387
2,32,-6,-9,1.7210237,-1.4181195
2,32,-6,-8,1.8005605,-1.3289579
2,32,-6,-7,1.9166739,-1.2115085
2,32,-6,-6,1.975798,-1.0944991
2,32,-6,-5,2.0502021,-0.95435876
2,32,-6,-4,2.1159415,-0.7801215
2,32,-6,-3,2.1410744,-0.62570703
2,32,-6,-2,2.146921,-0.4357404
2,32,-6,-1,2.099194,-0.2586829
2,32,-6,0,2.0383153,-0.09279791
2,32,-6,1,1.9817287,0.042628683
2,32,-6,2,1.8882198,0.16902041
2,32,-6,3,1.8121364,0.24108687
2,32,-6,4,1.7336811,0.35644177
2,32,-6,5,1.6300197,0.40479612
2,32,-5,-10,1.6402242,-1.5709571
2,32,-5,-9,1.7549359,-1.5463684
2,32,-5,-8,1.8426405,-1.4555858
2,32,-5,-7,1.9224616,-1.3680016
2,32,-5,-6,2.0307093,-1.2363499
2,32,-5,-5,2.1309392,-1.0974363
2,32,-5,-4,2.2314868,-0.9191531
2,32,-5,-3,2.300573,-0.73314536
2,32,-5,-2,2.3203201,-0.52820617
2,32,-5,-1,2.2982664,-0.30990195
2,32,-5,0,2.2238095,-0.109722465
2,32,-5,1,2.1535258,0.055440478
2,32,-5,2,2.049207,0.18331613
2,32,-5,3,1.9360272,0.2966174
2,32,-5,4,1.8090171,0.3726838
2,32,-5,5,1.7487507,0.4760653
2,32,-5,6,1.6340747,0.5125911
2,32,-4,-10,1.641249,-1.6809021
2,32,-4,-9,1.7135553,-1.6337917
2,32,-4,-8,1.8501434,-1.5978415
2,32,-4,-7,1.955112,-1.5160974
2,32,-4,-6,2.0770695,-1.3909413
2,32,-4,-5,2.2041225,-1.2642884
2,32,-4,-4,2.3384905,-1.1164464
2,32,-4,-3,2.4665964,-0.9024954
2,32,-4,-2,2.5299509,-0.65511096
2,32,-4,-1,2.504467,-0.39414504
